,Value,Date
951,-0.2747,2019-10-09
952,-0.0699,2019-10-10
953,-0.051,2019-10-11
954,0.1425,2019-10-12
955,-0.1664,2019-10-13
956,-0.7661,2019-10-14
957,0.0042,2019-10-15
958,-1.5107,2019-10-16
959,-1.8681,2019-10-17
960,-0.7846,2019-10-18
961,-0.3932,2019-10-19
962,-0.2133,2019-10-20
963,0.2005,2019-10-21
964,0.1885,2019-10-22
965,-0.7317,2019-10-23
966,-0.545,2019-10-24
967,-0.6319,2019-10-25
968,0.2246,2019-10-26
969,0.2008,2019-10-27
970,0.2825,2019-10-28
971,0.2968,2019-10-29
972,-0.0485,2019-10-30
973,0.2158,2019-10-31
974,-0.1537,2019-11-01
975,0.2638,2019-11-02
976,-0.1042,2019-11-03
977,-0.2874,2019-11-04
978,-0.2466,2019-11-05
979,-0.0649,2019-11-06
980,0.0396,2019-11-07
981,-0.6452,2019-11-08
982,-0.068,2019-11-09
983,0.2465,2019-11-10
984,-0.1055,2019-11-11
985,0.6084,2019-11-12
986,0.0591,2019-11-13
987,0.1771,2019-11-14
988,-0.494,2019-11-15
989,-0.062,2019-11-16
990,0.1135,2019-11-17
991,-0.3772,2019-11-18
992,0.2902,2019-11-19
993,0.0101,2019-11-20
994,-0.0873,2019-11-21
995,-0.728,2019-11-22
996,-0.94,2019-11-23
997,-0.6223,2019-11-24
998,-0.5777,2019-11-25
999,-0.3294,2019-11-26
1000,-0.0233,2019-11-27
1001,-0.5714,2019-11-28
1002,-1.2574,2019-11-29
1003,-2.427,2019-11-30
1004,-0.9608,2019-12-01
1005,-0.2157,2019-12-02
1006,-0.0419,2019-12-03
1007,0.1489,2019-12-04
1008,-0.3836,2019-12-05
1009,-0.7523,2019-12-06
1010,-0.6378,2019-12-07
1011,-1.5446,2019-12-08
1012,1.2014,2019-12-09
1013,0.4025,2019-12-10
1014,-1.1297,2019-12-11
1015,-0.9133,2019-12-12
1016,-1.0387,2019-12-13
1017,-3.7492,2019-12-14
1018,-2.1724,2019-12-15
1019,-1.4072,2019-12-16
1020,-0.4157,2019-12-17
1021,-2.8496,2019-12-18
1022,-1.0682,2019-12-19
1023,-1.3556,2019-12-20
1024,-0.6275,2019-12-21
1025,-1.1017,2019-12-22
1026,-0.7035,2019-12-23
1027,-1.1238,2019-12-24
1028,-0.1472,2019-12-25
1029,0.0438,2019-12-26
1030,-0.5298,2019-12-27
1031,-0.6099,2019-12-28
1032,-0.2434,2019-12-29
1033,-0.5216,2019-12-30
1034,-0.6708,2019-12-31
1035,-0.5187,2020-01-01
1036,-0.9433,2020-01-02
1037,-0.6469,2020-01-03
1038,-0.0071,2020-01-04
1039,-0.4575,2020-01-05
1040,-0.504,2020-01-06
1041,-0.2729,2020-01-07
1042,-0.2056,2020-01-08
1043,-1.5355,2020-01-09
1044,-1.2959,2020-01-10
1045,-0.66,2020-01-11
1046,-0.6114,2020-01-12
1047,0.0383,2020-01-13
1048,-0.0757,2020-01-14
1049,-0.1177,2020-01-15
1050,-0.6911,2020-01-16
1051,0.0251,2020-01-17
1052,-0.3646,2020-01-18
1053,-0.9459,2020-01-19
1054,-0.1443,2020-01-20
1055,-0.1431,2020-01-21
1056,-0.3831,2020-01-22
1057,-2.0329,2020-01-23
1058,-1.5348,2020-01-24
1059,-0.7278,2020-01-25
1060,-0.7148,2020-01-26
1061,-0.453,2020-01-27
1062,-0.3144,2020-01-28
1063,-0.1187,2020-01-29
1064,0.2731,2020-01-30
1065,-0.2155,2020-01-31
1066,-0.8651,2020-02-01
1067,-0.9462,2020-02-02
1068,-0.3074,2020-02-03
1069,0.1909,2020-02-04
1070,0.1568,2020-02-05
1071,-0.4921,2020-02-06
1072,-0.133,2020-02-07
1073,-0.4004,2020-02-08
1074,0.0054,2020-02-09
1075,-0.6294,2020-02-10
1076,-0.5954,2020-02-11
1077,-0.3742,2020-02-12
1078,-1.2178,2020-02-13
1079,-0.4468,2020-02-14
1080,-0.3597,2020-02-15
1081,-0.3811,2020-02-16
1082,-0.5685,2020-02-17
1083,-0.0878,2020-02-18
1084,0.2142,2020-02-19
1085,-0.7001,2020-02-20
1086,-1.5802,2020-02-21
1087,-1.196,2020-02-22
1088,-1.0032,2020-02-23
1089,0.2351,2020-02-24
1090,-0.3377,2020-02-25
1091,-0.1585,2020-02-26
1092,-0.3643,2020-02-27
1093,-1.1051,2020-02-28
1094,-0.8025,2020-02-29
1095,-0.9072,2020-03-01
1096,-1.3804,2020-03-02
1097,-2.019,2020-03-03
1098,-0.8029,2020-03-04
1099,-0.3938,2020-03-05
1100,-0.534,2020-03-06
1101,-0.7361,2020-03-07
1102,-0.4949,2020-03-08
1103,-1.5221,2020-03-09
1104,-0.6078,2020-03-10
1105,-0.9576,2020-03-11
1106,-0.4264,2020-03-12
1107,-1.7648,2020-03-13
1108,-1.7499,2020-03-14
1109,-1.2936,2020-03-15
1110,-4.4124,2020-03-16
1111,-0.5306,2020-03-17
1112,-0.4153,2020-03-18
1113,-1.546,2020-03-19
1114,-1.44,2020-03-20
1115,-0.6257,2020-03-21
1116,-2.5046,2020-03-22
1117,-0.8463,2020-03-23
1118,-0.2782,2020-03-24
1119,-4.2827,2020-03-25
1120,-1.2245,2020-03-26
1121,-0.8686,2020-03-27
1122,-1.8891,2020-03-28
1123,-1.695,2020-03-29
1124,-0.189,2020-03-30
1125,0.3221,2020-03-31
1126,-0.6744,2020-04-01
1127,0.6375,2020-04-02
1128,-0.2874,2020-04-03
1129,-0.6607,2020-04-04
1130,-0.2575,2020-04-05
1131,-0.6084,2020-04-06
1132,0.375,2020-04-07
1133,-0.1967,2020-04-08
1134,0.1612,2020-04-09
1135,-1.2346,2020-04-10
1136,-0.9963,2020-04-11
1137,0.1029,2020-04-12
1138,-1.1312,2020-04-13
1139,-1.0184,2020-04-14
1140,-0.8499,2020-04-15
1141,-0.3927,2020-04-16
1142,1.0982,2020-04-17
1143,0.6554,2020-04-18
1144,-1.742,2020-04-19
1145,-0.4524,2020-04-20
1146,0.0347,2020-04-21
1147,-0.8785,2020-04-22
1148,-1.172,2020-04-23
1149,-0.094,2020-04-24
1150,0.1952,2020-04-25
1151,-1.1264,2020-04-26
1152,0.4533,2020-04-27
1153,-0.4928,2020-04-28
1154,-2.0723,2020-04-29
1155,0.2289,2020-04-30
1156,-0.4328,2020-05-01
1157,0.1267,2020-05-02
1158,-0.5347,2020-05-03
1159,-0.6435,2020-05-04
1160,0.4528,2020-05-05
1161,-0.3048,2020-05-06
1162,0.2168,2020-05-07
1163,0.1606,2020-05-08
1164,0.6335,2020-05-09
1165,-0.9548,2020-05-10
1166,-0.4774,2020-05-11
1167,-0.7606,2020-05-12
1168,0.3854,2020-05-13
1169,0.277,2020-05-14
1170,-0.6236,2020-05-15
1171,-1.022,2020-05-16
1172,-0.2972,2020-05-17
1173,0.1045,2020-05-18
1174,-0.03,2020-05-19
1175,-0.7287,2020-05-20
1176,0.1182,2020-05-21
1177,-0.4519,2020-05-22
1178,0.0146,2020-05-23
1179,0.6035,2020-05-24
1180,-0.1802,2020-05-25
1181,0.6178,2020-05-26
1182,-0.6787,2020-05-27
1183,-1.2584,2020-05-28
1184,-0.7742,2020-05-29
1185,-0.1937,2020-05-30
1186,0.1407,2020-05-31
1187,-0.0631,2020-06-01
1188,0.0646,2020-06-02
1189,0.0984,2020-06-03
1190,-0.634,2020-06-04
1191,0.1571,2020-06-05
1192,-0.6905,2020-06-06
1193,-0.7092,2020-06-07
1194,0.6648,2020-06-08
1195,-0.1124,2020-06-09
1196,-0.4095,2020-06-10
1197,0.7209,2020-06-11
1198,-1.2368,2020-06-12
1199,-0.4445,2020-06-13
1200,-0.1307,2020-06-14
1201,0.1375,2020-06-15
1202,-0.3567,2020-06-16
1203,0.2385,2020-06-17
1204,0.5628,2020-06-18
1205,-0.218,2020-06-19
1206,-0.495,2020-06-20
1207,-0.0542,2020-06-21
1208,-1.1278,2020-06-22
1209,0.0568,2020-06-23
1210,-0.3877,2020-06-24
1211,-1.3174,2020-06-25
1212,-2.3446,2020-06-26
1213,-0.6178,2020-06-27
1214,0.4603,2020-06-28
1215,-0.2607,2020-06-29
1216,0.0386,2020-06-30
1217,0.0423,2020-07-01
1218,-0.1959,2020-07-02
1219,-1.0593,2020-07-03
1220,-0.6985,2020-07-04
1221,0.3256,2020-07-05
1222,-0.413,2020-07-06
1223,0.245,2020-07-07
1224,0.269,2020-07-08
1225,-0.399,2020-07-09
1226,0.3916,2020-07-10
1227,-0.1916,2020-07-11
1228,-0.9972,2020-07-12
1229,-0.3004,2020-07-13
1230,0.2408,2020-07-14
1231,-1.5474,2020-07-15
1232,-2.9673,2020-07-16
1233,-2.4965,2020-07-17
1234,-3.6191,2020-07-18
1235,-3.3048,2020-07-19
1236,-1.2744,2020-07-20
1237,-1.5954,2020-07-21
1238,-1.679,2020-07-22
1239,-1.7848,2020-07-23
1240,-1.3746,2020-07-24
1241,-0.7516,2020-07-25
1242,-0.4669,2020-07-26
1243,-0.3688,2020-07-27
1244,-0.3517,2020-07-28
1245,-0.6314,2020-07-29
1246,-0.7295,2020-07-30
1247,-4.7582,2020-07-31
1248,-4.4048,2020-08-01
1249,-3.3865,2020-08-02
1250,-1.1242,2020-08-03
1251,-1.5629,2020-08-04
1252,-4.0761,2020-08-05
1253,-2.2736,2020-08-06
1254,0.4819,2020-08-07
1255,0.1676,2020-08-08
1256,0.5341,2020-08-09
1257,0.1644,2020-08-10
1258,-1.1832,2020-08-11
1259,-1.0354,2020-08-12
1260,-1.6187,2020-08-13
1261,-1.5958,2020-08-14
1262,-1.3456,2020-08-15
1263,-0.3303,2020-08-16
1264,0.4129,2020-08-17
1265,-0.1115,2020-08-18
1266,0.0738,2020-08-19
1267,-2.039,2020-08-20
1268,-1.3773,2020-08-21
1269,-0.2685,2020-08-22
1270,-0.3908,2020-08-23
1271,0.1299,2020-08-24
1272,-0.2441,2020-08-25
1273,-0.1615,2020-08-26
1274,-0.4303,2020-08-27
1275,-2.1985,2020-08-28
1276,-1.2269,2020-08-29
1277,-0.4089,2020-08-30
1278,0.3233,2020-08-31
1279,0.2272,2020-09-01
1280,-0.8188,2020-09-02
1281,-0.4991,2020-09-03
1282,-1.9972,2020-09-04
1283,-2.6609,2020-09-05
1284,-1.0496,2020-09-06
1285,-0.4965,2020-09-07
1286,0.1612,2020-09-08
1287,-0.1796,2020-09-09
1288,0.051,2020-09-10
1289,-0.8909,2020-09-11
1290,-1.8043,2020-09-12
1291,0.0803,2020-09-13
1292,0.6528,2020-09-14
1293,-0.3006,2020-09-15
1294,-0.7505,2020-09-16
1295,0.2814,2020-09-17
1296,0.1108,2020-09-18
1297,-0.0808,2020-09-19
1298,-0.0781,2020-09-20
1299,0.7827,2020-09-21
1300,-3.4869,2020-09-22
1301,-2.058,2020-09-23
1302,0.059,2020-09-24
1303,0.179,2020-09-25
1304,-0.9717,2020-09-26
1305,-1.1421,2020-09-27
1306,0.2121,2020-09-28
1307,-0.4543,2020-09-29
1308,0.5089,2020-09-30
1309,-0.4343,2020-10-01
1310,0.0056,2020-10-02
1311,-2.405,2020-10-03
1312,-0.5996,2020-10-04
1313,-0.445,2020-10-05
1314,-2.7615,2020-10-06
1315,-1.2344,2020-10-07
1316,-0.2274,2020-10-08
1317,-0.839,2020-10-09
1318,-0.6551,2020-10-10
1319,-1.3005,2020-10-11
1320,-2.4224,2020-10-12
1321,0.2045,2020-10-13
1322,0.2969,2020-10-14
1323,-0.7231,2020-10-15
1324,-1.8487,2020-10-16
1325,-1.8089,2020-10-17
1326,-1.0237,2020-10-18
1327,-0.9026,2020-10-19
1328,0.8283,2020-10-20
1329,0.8283,2020-10-21
1330,0.8018,2020-10-22
1331,-2.9485,2020-10-23
1332,-1.0831,2020-10-24
1333,-2.8937,2020-10-25
1334,-0.5845,2020-10-26
1335,0.3747,2020-10-27
1336,-0.9415,2020-10-28
1337,0.8272,2020-10-29
1338,-0.7049,2020-10-30
1339,0.7857,2020-10-31
1340,-0.7222,2020-11-01
1341,1.0934,2020-11-02
1342,0.1141,2020-11-03
1343,0.1875,2020-11-04
1344,0.9693,2020-11-05
1345,-1.4907,2020-11-06
1346,-0.8392,2020-11-07
1347,0.991,2020-11-08
1348,-0.0089,2020-11-09
1349,-0.7662,2020-11-10
1350,-0.9066,2020-11-11
1351,0.3734,2020-11-12
1352,0.1671,2020-11-13
1353,2.3175,2020-11-14
1354,-2.0364,2020-11-15
1355,-0.3681,2020-11-16
1356,-1.0669,2020-11-17
1357,-0.5387,2020-11-18
1358,-0.86,2020-11-19
1359,0.7307,2020-11-20
1360,0.417,2020-11-21
1361,-0.076,2020-11-22
1362,0.1251,2020-11-23
1363,-0.4876,2020-11-24
1364,0.354,2020-11-25
1365,-1.8967,2020-11-26
1366,-1.1128,2020-11-27
1367,-0.2077,2020-11-28
1368,-0.1871,2020-11-29
1369,0.3379,2020-11-30
1370,-0.4606,2020-12-01
1371,0.4316,2020-12-02
1372,0.106,2020-12-03
1373,0.3154,2020-12-04
1374,0.0017,2020-12-05
1375,-0.2615,2020-12-06
1376,-0.5672,2020-12-07
1377,-0.3043,2020-12-08
1378,-0.2073,2020-12-09
1379,0.6621,2020-12-10
1380,-1.8469,2020-12-11
1381,-1.1323,2020-12-12
1382,0.2623,2020-12-13
1383,0.2873,2020-12-14
1384,-0.2465,2020-12-15
1385,-0.0513,2020-12-16
1386,-0.0153,2020-12-17
1387,-0.0892,2020-12-18
1388,-0.2324,2020-12-19
1389,-1.006,2020-12-20
1390,-0.0898,2020-12-21
1391,-0.8776,2020-12-22
1392,-0.6693,2020-12-23
1393,0.0753,2020-12-24
1394,0.097,2020-12-25
1395,0.0235,2020-12-26
1396,0.1736,2020-12-27
1397,-0.8917,2020-12-28
1398,-0.469,2020-12-29
1399,-0.2045,2020-12-30
1400,-0.3877,2020-12-31
1401,-1.0699,2021-01-01
1402,-0.2342,2021-01-02
1403,0.2973,2021-01-03
1404,0.1257,2021-01-04
1405,-0.7768,2021-01-05
1406,-0.1232,2021-01-06
1407,0.0055,2021-01-07
1408,-0.2247,2021-01-08
1409,-0.2579,2021-01-09
1410,-1.1543,2021-01-10
1411,-1.2273,2021-01-11
1412,-1.4788,2021-01-12
1413,-1.1008,2021-01-13
1414,-0.2536,2021-01-14
1415,-1.5751,2021-01-15
1416,-0.5345,2021-01-16
1417,-1.6691,2021-01-17
1418,-0.4656,2021-01-18
1419,-0.0701,2021-01-19
1420,0.1027,2021-01-20
1421,-0.2097,2021-01-21
1422,-1.1469,2021-01-22
1423,-0.8489,2021-01-23
1424,-0.2833,2021-01-24
1425,-0.0822,2021-01-25
1426,-0.3833,2021-01-26
1427,-1.051,2021-01-27
1428,-0.8292,2021-01-28
1429,-0.4951,2021-01-29
1430,-1.1846,2021-01-30
1431,-1.1819,2021-01-31
1432,-0.2052,2021-02-01
1433,-0.568,2021-02-02
1434,0.0071,2021-02-03
1435,-0.0982,2021-02-04
1436,-1.2025,2021-02-05
1437,-1.0577,2021-02-06
1438,-0.5672,2021-02-07
1439,0.4078,2021-02-08
1440,0.4195,2021-02-09
1441,-0.9657,2021-02-10
1442,-0.0539,2021-02-11
1443,-0.3399,2021-02-12
1444,0.1121,2021-02-13
1445,-0.0602,2021-02-14
1446,-0.2536,2021-02-15
1447,0.0273,2021-02-16
1448,-1.9885,2021-02-17
1449,-1.1427,2021-02-18
1450,-0.2188,2021-02-19
1451,-0.3523,2021-02-20
1452,0.2864,2021-02-21
1453,-0.7021,2021-02-22
1454,-0.521,2021-02-23
1455,-0.32,2021-02-24
1456,-0.2631,2021-02-25
1457,-0.8739,2021-02-26
1458,-0.5391,2021-02-27
1459,-0.4265,2021-02-28
1460,-0.2216,2021-03-01
1461,-0.1925,2021-03-02
1462,0.0915,2021-03-03
1463,0.5557,2021-03-04
1464,-1.3503,2021-03-05
1465,-1.4255,2021-03-06
1466,0.1623,2021-03-07
1467,0.1732,2021-03-08
1468,0.489,2021-03-09
1469,-0.5801,2021-03-10
1470,0.614,2021-03-11
1471,0.3699,2021-03-12
1472,0.918,2021-03-13
1473,0.3731,2021-03-14
1474,-0.1219,2021-03-15
1475,0.0932,2021-03-16
1476,-1.1837,2021-03-17
1477,-0.4208,2021-03-18
1478,-0.4317,2021-03-19
1479,-0.3886,2021-03-20
1480,-0.5336,2021-03-21
1481,0.3977,2021-03-22
1482,0.3823,2021-03-23
1483,0.2732,2021-03-24
1484,-0.7781,2021-03-25
1485,0.1539,2021-03-26
1486,0.0422,2021-03-27
1487,0.0299,2021-03-28
1488,0.8071,2021-03-29
1489,0.708,2021-03-30
1490,0.3501,2021-03-31
1491,0.2038,2021-04-01
1492,-0.6185,2021-04-02
1493,-0.719,2021-04-03
1494,0.8044,2021-04-04
1495,-0.1449,2021-04-05
1496,0.5931,2021-04-06
1497,-0.338,2021-04-07
1498,0.2549,2021-04-08
1499,0.6923,2021-04-09
1500,0.3576,2021-04-10
1501,0.334,2021-04-11
1502,0.4619,2021-04-12
1503,0.5471,2021-04-13
1504,0.3152,2021-04-14
1505,0.416,2021-04-15
1506,-0.9607,2021-04-16
1507,-1.0138,2021-04-17
1508,-0.7935,2021-04-18
1509,0.1075,2021-04-19
1510,0.6965,2021-04-20
1511,0.4217,2021-04-21
1512,0.0327,2021-04-22
1513,-1.5243,2021-04-23
1514,-1.1002,2021-04-24
1515,-0.4575,2021-04-25
1516,0.031,2021-04-26
1517,0.1239,2021-04-27
1518,0.0904,2021-04-28
1519,-1.0275,2021-04-29
1520,0.1113,2021-04-30
1521,-0.7788,2021-05-01
1522,-0.7804,2021-05-02
1523,0.1818,2021-05-03
1524,0.2017,2021-05-04
1525,1.1268,2021-05-05
1526,0.6443,2021-05-06
1527,-0.0125,2021-05-07
1528,-0.2696,2021-05-08
1529,-0.6426,2021-05-09
1530,0.1516,2021-05-10
1531,0.1229,2021-05-11
1532,-0.0548,2021-05-12
1533,-1.0817,2021-05-13
1534,-1.2028,2021-05-14
1535,-1.9901,2021-05-15
1536,-1.4767,2021-05-16
1537,-0.9182,2021-05-17
1538,-0.4316,2021-05-18
1539,-1.8685,2021-05-19
1540,-1.2831,2021-05-20
1541,-1.0514,2021-05-21
1542,-1.1107,2021-05-22
1543,-1.3147,2021-05-23
1544,-0.9654,2021-05-24
1545,-0.2574,2021-05-25
1546,-0.7835,2021-05-26
1547,-0.259,2021-05-27
1548,-0.4713,2021-05-28
1549,-1.2349,2021-05-29
1550,-0.0243,2021-05-30
1551,-0.9683,2021-05-31
1552,0.1684,2021-06-01
1553,-0.1126,2021-06-02
1554,-0.6945,2021-06-03
1555,-0.7411,2021-06-04
1556,-1.2244,2021-06-05
1557,-0.5602,2021-06-06
1558,-2.2307,2021-06-07
1559,-2.8401,2021-06-08
1560,-0.8154,2021-06-09
1561,-1.9911,2021-06-10
1562,-1.3397,2021-06-11
1563,-1.446,2021-06-12
1564,-0.1772,2021-06-13
1565,-0.1733,2021-06-14
1566,-0.259,2021-06-15
1567,-0.473,2021-06-16
1568,-0.2609,2021-06-17
1569,-0.3065,2021-06-18
1570,-2.7207,2021-06-19
1571,-1.1776,2021-06-20
1572,-1.2274,2021-06-21
1573,-0.7215,2021-06-22
1574,-2.5898,2021-06-23
1575,-2.7793,2021-06-24
1576,-1.0596,2021-06-25
1577,-0.9309,2021-06-26
1578,-0.9176,2021-06-27
1579,-0.6407,2021-06-28
1580,-0.9942,2021-06-29
1581,0.3013,2021-06-30
1582,0.2168,2021-07-01
1583,-0.007,2021-07-02
1584,-1.5045,2021-07-03
1585,-1.0343,2021-07-04
1586,-2.9666,2021-07-05
1587,-1.194,2021-07-06
1588,-1.0147,2021-07-07
1589,-1.2205,2021-07-08
1590,-0.2112,2021-07-09
1591,-0.6506,2021-07-10
1592,-0.5508,2021-07-11
1593,-0.48,2021-07-12
1594,-1.0997,2021-07-13
1595,-0.0465,2021-07-14
1596,-0.5646,2021-07-15
1597,0.0997,2021-07-16
1598,-0.1195,2021-07-17
1599,-0.9845,2021-07-18
1600,-0.6379,2021-07-19
1601,-1.0186,2021-07-20
1602,-1.9898,2021-07-21
1603,-1.0306,2021-07-22
1604,-0.3365,2021-07-23
1605,-0.2202,2021-07-24
1606,-0.5184,2021-07-25
1607,-0.0224,2021-07-26
1608,-0.2109,2021-07-27
1609,-0.0684,2021-07-28
1610,0.5788,2021-07-29
1611,0.3104,2021-07-30
1612,0.1271,2021-07-31
1613,-0.2393,2021-08-01
1614,0.179,2021-08-02
1615,-0.3632,2021-08-03
1616,-0.1775,2021-08-04
1617,0.0245,2021-08-05
1618,0.0998,2021-08-06
1619,-0.2636,2021-08-07
1620,-0.2152,2021-08-08
1621,0.1564,2021-08-09
1622,-0.316,2021-08-10
1623,-0.4503,2021-08-11
1624,-0.9743,2021-08-12
1625,0.06,2021-08-13
1626,0.3824,2021-08-14
1627,-0.0152,2021-08-15
1628,-0.0756,2021-08-16
1629,0.7881,2021-08-17
1630,0.2185,2021-08-18
1631,-0.0802,2021-08-19
1632,0.2255,2021-08-20
1633,0.0919,2021-08-21
1634,-0.3,2021-08-22
1635,0.3932,2021-08-23
1636,0.6249,2021-08-24
1637,0.2908,2021-08-25
1638,-0.1693,2021-08-26
1639,0.1278,2021-08-27
1640,-0.3172,2021-08-28
1641,-0.0987,2021-08-29
1642,0.4712,2021-08-30
1643,0.5693,2021-08-31
1644,0.3546,2021-09-01
1645,0.2587,2021-09-02
1646,-0.3408,2021-09-03
1647,-0.3903,2021-09-04
1648,-0.2402,2021-09-05
1649,0.1768,2021-09-06
1650,-0.5494,2021-09-07
1651,-1.0234,2021-09-08
1652,-1.0514,2021-09-09
1653,-0.3208,2021-09-10
1654,-0.4874,2021-09-11
1655,-0.5444,2021-09-12
1656,-0.529,2021-09-13
1657,0.1782,2021-09-14
1658,0.0235,2021-09-15
1659,-0.0496,2021-09-16
1660,0.2033,2021-09-17
1661,-0.6276,2021-09-18
1662,-0.198,2021-09-19
1663,-1.2412,2021-09-20
1664,-1.2582,2021-09-21
1665,-0.1462,2021-09-22
1666,0.4963,2021-09-23
1667,-2.1502,2021-09-24
1668,-1.3293,2021-09-25
1669,-1.0284,2021-09-26
1670,-0.5558,2021-09-27
1671,-0.3464,2021-09-28
1672,-0.2898,2021-09-29
1673,0.251,2021-09-30
1674,-0.2856,2021-10-01
1675,-0.9526,2021-10-02
1676,-0.5834,2021-10-03
1677,-0.7436,2021-10-04
1678,-0.3522,2021-10-05
1679,-0.5363,2021-10-06
1680,-0.0214,2021-10-07
1681,0.1186,2021-10-08
1682,-0.7113,2021-10-09
1683,-1.6297,2021-10-10
1684,-2.1722,2021-10-11
1685,-0.0937,2021-10-12
1686,-1.2711,2021-10-13
1687,0.0029,2021-10-14
1688,-0.592,2021-10-15
1689,-0.8047,2021-10-16
1690,-0.0598,2021-10-17
1691,-0.446,2021-10-18
1692,0.5159,2021-10-19
1693,0.2315,2021-10-20
1694,-0.4217,2021-10-21
1695,0.1074,2021-10-22
1696,0.281,2021-10-23
1697,0.1254,2021-10-24
1698,-0.1234,2021-10-25
1699,0.0355,2021-10-26
1700,0.1894,2021-10-27
1701,-0.0069,2021-10-28
1702,0.1506,2021-10-29
1703,0.0908,2021-10-30
1704,-0.3869,2021-10-31
1705,0.0151,2021-11-01
1706,0.1334,2021-11-02
1707,0.3945,2021-11-03
1708,-0.6469,2021-11-04
1709,-0.0422,2021-11-05
1710,-0.2303,2021-11-06
1711,-0.1825,2021-11-07
1712,-1.5612,2021-11-08
1713,-0.5123,2021-11-09
1714,0.1682,2021-11-10
1715,0.3984,2021-11-11
1716,0.36,2021-11-12
1717,-0.6752,2021-11-13
1718,-0.2683,2021-11-14
1719,0.6008,2021-11-15
1720,0.338,2021-11-16
1721,0.416,2021-11-17
1722,0.1759,2021-11-18
1723,-0.4023,2021-11-19
1724,-0.3405,2021-11-20
1725,0.0546,2021-11-21
1726,0.196,2021-11-22
1727,-0.0821,2021-11-23
1728,-0.2719,2021-11-24
1729,-0.146,2021-11-25
1730,-0.6788,2021-11-26
1731,-1.089,2021-11-27
1732,-0.8289,2021-11-28
1733,-0.1452,2021-11-29
1734,0.3032,2021-11-30
1735,-0.4777,2021-12-01
1736,-0.2162,2021-12-02
1737,0.1227,2021-12-03
1738,-0.9598,2021-12-04
1739,-0.8546,2021-12-05
1740,-1.2562,2021-12-06
1741,-0.4711,2021-12-07
1742,-0.1648,2021-12-08
1743,0.2136,2021-12-09
1744,-0.7819,2021-12-10
1745,-0.8883,2021-12-11
1746,-1.1485,2021-12-12
1747,-0.4813,2021-12-13
1748,-0.0424,2021-12-14
1749,-1.0927,2021-12-15
1750,0.1809,2021-12-16
1751,-0.1329,2021-12-17
1752,-2.0186,2021-12-18
1753,-1.7383,2021-12-19
1754,0.0877,2021-12-20
1755,-0.1658,2021-12-21
1756,0.1644,2021-12-22
1757,0.0904,2021-12-23
1758,0.2574,2021-12-24
1759,0.3329,2021-12-25
1760,-0.0578,2021-12-26
1761,0.002,2021-12-27
1762,-0.3471,2021-12-28
1763,-0.2444,2021-12-29
1764,-0.3763,2021-12-30
1765,-0.2464,2021-12-31
1766,-0.572,2022-01-01
1767,0.0981,2022-01-02
1768,0.1463,2022-01-03
1769,-0.0085,2022-01-04
1770,0.6585,2022-01-05
1771,-0.8646,2022-01-06
1772,-0.9055,2022-01-07
1773,-0.9498,2022-01-08
1774,-0.7854,2022-01-09
1775,-0.4728,2022-01-10
1776,-0.966,2022-01-11
1777,-0.1502,2022-01-12
1778,0.3955,2022-01-13
1779,-0.4252,2022-01-14
1780,-1.2737,2022-01-15
1781,-0.2413,2022-01-16
1782,0.0591,2022-01-17
1783,0.1028,2022-01-18
1784,0.3017,2022-01-19
1785,-0.4214,2022-01-20
1786,-0.6618,2022-01-21
1787,-1.6429,2022-01-22
1788,-1.7288,2022-01-23
1789,-1.5994,2022-01-24
1790,-1.0407,2022-01-25
1791,0.068,2022-01-26
1792,-0.1538,2022-01-27
1793,-0.5293,2022-01-28
1794,-0.4455,2022-01-29
1795,-0.4591,2022-01-30
1796,-0.1332,2022-01-31
1797,-0.2702,2022-02-01
1798,-0.095,2022-02-02
1799,0.1817,2022-02-03
1800,-0.0689,2022-02-04
1801,-0.1195,2022-02-05
1802,-1.4969,2022-02-06
1803,-0.4059,2022-02-07
1804,-1.3774,2022-02-08
1805,-1.1785,2022-02-09
1806,-0.385,2022-02-10
1807,-0.3441,2022-02-11
1808,-0.823,2022-02-12
1809,-0.3697,2022-02-13
1810,-0.0143,2022-02-14
1811,-1.3541,2022-02-15
1812,-1.3584,2022-02-16
1813,-0.6747,2022-02-17
1814,-1.2711,2022-02-18
1815,-1.1894,2022-02-19
1816,-1.3053,2022-02-20
1817,-0.6565,2022-02-21
1818,-0.0213,2022-02-22
1819,-0.719,2022-02-23
1820,-0.698,2022-02-24
1821,-1.9708,2022-02-25
1822,-2.1528,2022-02-26
1823,-1.8244,2022-02-27
1824,-1.8669,2022-02-28
1825,-1.8264,2022-03-01
1826,-1.9219,2022-03-02
1827,-1.4696,2022-03-03
1828,-1.3903,2022-03-04
1829,-0.9842,2022-03-05
1830,-0.5224,2022-03-06
1831,-0.3958,2022-03-07
1832,-1.0373,2022-03-08
1833,-0.6799,2022-03-09
1834,-0.5547,2022-03-10
1835,-0.1298,2022-03-11
1836,-0.098,2022-03-12
1837,-0.0671,2022-03-13
1838,-0.3941,2022-03-14
1839,0.3495,2022-03-15
1840,0.1192,2022-03-16
1841,-0.5035,2022-03-17
1842,-0.6178,2022-03-18
1843,-0.2123,2022-03-19
1844,0.0365,2022-03-20
1845,0.1859,2022-03-21
1846,-0.641,2022-03-22
1847,0.1346,2022-03-23
1848,0.1702,2022-03-24
1849,0.2245,2022-03-25
