,Date,Open_btc,High_btc,Low_btc,Close_btc,Adj Close_btc,Volume_btc,volatility_btc,hc_change_btc,lc_change_btc,price_change_percent_btc,TargetClass_btc,Open_gold,High_gold,Low_gold,Close_gold,Adj Close_gold,Volume_gold,volatility_gold,hc_change_gold,lc_change_gold,price_change_percent_gold,Open_oil,High_oil,Low_oil,Close_oil,Adj Close_oil,Volume_oil,volatility_oil,hc_change_oil,lc_change_oil,price_change_percent_oil
41,2017-02-11,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,1004.4500122070312,102261000,2.692221490736298,-0.47954165063366705,2.1997695167272395,1.6,0,,,,,,,,,,,,,,,,,,,,
42,2017-02-12,1003.52001953125,1004.760009765625,996.9210205078125,999.1810302734375,999.1810302734375,67530000,0.7863199889013744,-0.5552549303279775,0.22669897806686773,-0.52,0,,,,,,,,,,,,,,,,,,,,
43,2017-02-13,998.885009765625,1002.0999755859375,976.0020141601562,990.6420288085938,990.6420288085938,100607000,2.673965939326302,-1.1433935791330778,1.499998405334762,-0.85,1,1230.5,1231.0999755859375,1219.0,1224.4000244140625,1224.4000244140625,398.0,0.9926148963033223,-0.5442247830998601,0.4429880569370386,-0.81,53.79999923706055,53.95000076293945,52.77000045776367,52.93000030517578,52.93000030517578,586034.0,2.236119565926925,-1.8906403027603915,0.3032022854352084,-1.73
44,2017-02-14,991.7349853515625,1011.510009765625,986.4710083007812,1004.5499877929688,1004.5499877929688,137946000,2.538239974023565,-0.6880823625530847,1.832692429889952,1.4,1,1225.9000244140625,1233.5,1222.0999755859375,1223.9000244140625,1223.9000244140625,159.0,0.9328225711318537,-0.7782712270723551,0.14729145438874294,-0.04,52.90999984741211,53.720001220703125,52.86000061035156,53.20000076293945,53.20000076293945,493022.0,1.6269402202450007,-0.9679829596937336,0.6432087564548921,0.51
45,2017-02-15,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,1007.47998046875,89759400,0.7248556921811833,-0.13481288911166456,0.5890656041689989,0.29,1,1225.5,1231.699951171875,1217.300048828125,1231.699951171875,1231.699951171875,175.0,1.1829377939820631,0.0,1.1829377939820631,0.64,53.0,53.5099983215332,52.72999954223633,53.11000061035156,53.11000061035156,463638.0,1.4792315305675319,-0.7475195734040524,0.7206544119365228,-0.17
46,2017-02-16,1007.6500244140625,1033.3699951171875,1007.6500244140625,1027.43994140625,1027.43994140625,122277000,2.5524706078462986,-0.5738558056608768,1.9639673014145085,1.98,1,1234.5,1240.699951171875,1233.199951171875,1240.0,1240.0,87.0,0.6081738807135828,-0.05641582972691157,0.5514149446456842,0.67,53.0099983215332,53.59000015258789,52.68000030517578,53.36000061035156,53.36000061035156,343363.0,1.7274104824230654,-0.4291836939381336,1.2908130243669942,0.47
47,2017-02-17,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,1046.2099609375,136474000,2.6841805022897405,-0.6608698232375771,2.005571740111304,1.83,1,1240.699951171875,1241.199951171875,1234.800048828125,1237.5999755859375,1237.5999755859375,301.0,0.518294629954361,-0.2900399393779056,0.22675142914593688,-0.19,53.470001220703125,53.52000045776367,52.880001068115234,53.400001525878906,53.400001525878906,195352.0,1.2102862646013341,-0.22421324898803965,0.9833593934573759,0.07
48,2017-02-18,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,1.350578357913117,-0.6295289599772494,0.7125471160456195,0.78,0,,,,,,,,,,,,,,,,,,,,
49,2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,1.2794067962373525,-0.8459479926277996,0.4226356874992396,-0.62,1,,,,,,,,,,,,,,,,,,,,
50,2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,3.724721463254806,-0.047201711282338764,3.67576161970131,3.06,1,,,,,,,,,,,,,,,,,,,,
51,2017-02-21,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,1115.300048828125,186868992,3.7439707574439103,-0.17453131992615797,3.562905035937136,3.27,1,1237.300048828125,1237.5,1228.0999755859375,1237.5,1237.5,119.0,0.7654119860704064,0.0,0.7654119860704064,-0.01,53.47999954223633,54.68000030517578,53.349998474121094,54.060001373291016,54.060001373291016,665310.0,2.492974450036474,-1.1338678281354713,1.330839586648402,1.24
52,2017-02-22,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,1117.43994140625,136100000,2.2570500857059894,-0.706428272750495,1.5346773730199277,0.19,1,1236.0999755859375,1238.5999755859375,1231.800048828125,1232.0,1232.0,36.0,0.5520317006223228,-0.5328577196859129,0.016232437404530373,-0.44,54.2599983215332,54.599998474121094,53.349998474121094,53.59000015258789,53.59000015258789,499480.0,2.34301787394867,-1.8498138273976596,0.4498625779403094,-0.87
53,2017-02-23,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,1166.719970703125,189454000,5.3412867306016,-0.8413952214943016,4.454950177789707,4.41,1,1236.0999755859375,1250.300048828125,1236.0999755859375,1250.199951171875,1250.199951171875,112.0,1.1487803189589392,-0.008005890773484256,1.1406824580878916,1.48,53.90999984741211,54.939998626708984,53.869998931884766,54.45000076293945,54.45000076293945,529880.0,1.9862626991642718,-0.8918781871452752,1.0766694682657474,1.6
54,2017-02-24,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,1173.6800537109375,330759008,6.045271570759718,-2.225106891223403,3.6856509252221716,0.6,0,1250.0,1258.800048828125,1250.0,1256.9000244140625,1256.9000244140625,1264.0,0.70400390625,-0.15093933431535217,0.552001953125,0.54,54.33000183105469,54.5099983215332,53.7599983215332,53.9900016784668,53.9900016784668,395258.0,1.3950893292710402,-0.9539472740379646,0.4278336386060999,-0.84
55,2017-02-25,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,1143.8399658203125,139960992,4.469185329158056,-2.6394867778891733,1.711734995426393,-2.54,1,,,,,,,,,,,,,,,,,,,,
56,2017-02-26,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,1165.199951171875,116486000,3.2976483048513394,-0.19443922226820526,3.0967971608660405,1.87,1,,,,,,,,,,,,,,,,,,,,
57,2017-02-27,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,1179.969970703125,131570000,1.5987876281070414,-0.17005446782845424,1.4260143504859026,1.27,0,1254.699951171875,1263.0999755859375,1250.4000244140625,1257.4000244140625,1257.4000244140625,544.0,1.015671059173739,-0.4512668262249675,0.5598208463951527,0.04,54.02000045776367,54.61000061035156,53.939998626708984,54.04999923706055,54.04999923706055,394380.0,1.2421245841686381,-1.025455716960503,0.20393142964800615,0.11
58,2017-02-28,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,1179.969970703125,184956000,1.8287838314070797,-1.1129293355855856,0.6955014240773186,0.0,1,1253.5999755859375,1257.300048828125,1247.199951171875,1252.5999755859375,1252.5999755859375,721.0,0.8098218450666151,-0.37382272008724055,0.43297182693028585,-0.38,54.040000915527344,54.22999954223633,53.18000030517578,54.0099983215332,54.0099983215332,593909.0,1.9744250301524628,-0.405681767582867,1.560733380207675,-0.07
59,2017-03-01,1180.0400390625,1222.5,1179.68994140625,1222.5,1222.5,229056992,3.6289246090136404,0.0,3.6289246090136404,3.6,1,1247.800048828125,1248.9000244140625,1236.9000244140625,1248.9000244140625,1248.9000244140625,138.0,0.9701673347192772,0.0,0.9701673347192772,-0.3,53.95000076293945,54.439998626708984,53.630001068115234,53.83000183105469,53.83000183105469,491289.0,1.5103441030422051,-1.1204937748749766,0.3729270165134493,-0.33
60,2017-03-02,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,1251.010009765625,368275008,3.826031979766947,-0.881049897725867,2.911272831196385,2.33,1,1247.199951171875,1247.5999755859375,1230.699951171875,1231.9000244140625,1231.9000244140625,79.0,1.3732042808623062,-1.2584122698865468,0.09751143981478083,-1.36,53.689998626708984,53.79999923706055,52.540000915527344,52.61000061035156,52.61000061035156,638390.0,2.398169584273515,-2.2118933895620665,0.13323124020641475,-2.27
61,2017-03-03,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,1274.989990234375,315739008,2.366663621521214,-0.41552968545903524,1.9412997461597983,1.92,0,1231.699951171875,1235.199951171875,1222.9000244140625,1225.5,1225.5,121.0,1.0057998619883795,-0.7852940054500759,0.21260737051528364,-0.52,52.58000183105469,53.38999938964844,52.54999923706055,53.33000183105469,53.33000183105469,436360.0,1.5984779539168592,-0.11237602412369135,1.4843056238220624,1.37
62,2017-03-04,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,3.973150503485101,-1.8954196918282828,2.0024229346277873,-1.56,1,,,,,,,,,,,,,,,,,,,,
63,2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,2.3609501223996245,-0.013417918556220404,2.3472154134788275,0.95,1,,,,,,,,,,,,,,,,,,,,
64,2017-03-06,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,0.9014727687923949,-0.24843604587088558,0.6507971396201186,0.45,0,1235.199951171875,1235.199951171875,1224.5,1224.5,1224.5,29.0,0.873822063852593,-0.8662525578732092,0.0,-0.08,53.189998626708984,53.560001373291016,52.7599983215332,53.20000076293945,53.20000076293945,503692.0,1.5163060599099816,-0.672144512922073,0.8339697790071188,-0.24
65,2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,5.872343719509019,-4.077457392864177,1.555444013519327,-3.87,0,1224.300048828125,1225.4000244140625,1213.699951171875,1215.0999755859375,1215.0999755859375,53.0,0.9640004707004083,-0.8405458318029716,0.11535177312240322,-0.77,53.16999816894531,53.79999923706055,52.709999084472656,53.13999938964844,53.13999938964844,494677.0,2.0679191263901644,-1.2267655330326908,0.8157850742639284,-0.11
66,2017-03-08,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,7.323538546386306,-6.667967788322697,0.16723956682517335,-6.01,1,1212.199951171875,1212.199951171875,1206.699951171875,1208.5,1208.5,24.0,0.45578853257255275,-0.3052261442757963,0.14917120253273403,-0.54,52.790000915527344,52.91999816894531,50.04999923706055,50.279998779296875,50.279998779296875,963392.0,5.734263687579872,-4.988661150781465,0.4595395519327406,-5.38
67,2017-03-09,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,4.9271383885002775,-0.7490831422958264,4.141146883138609,3.35,0,1204.5,1205.5999755859375,1202.300048828125,1202.4000244140625,1202.4000244140625,37.0,0.27446782199076847,-0.26542395791935725,0.008315360715068224,-0.5,50.220001220703125,50.84000015258789,48.59000015258789,49.279998779296875,49.279998779296875,1073506.0,4.630582409825667,-3.0684527313314875,1.420042446063329,-1.99
68,2017-03-10,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,17.93640944099559,-12.10182086514875,3.663956435657925,-6.04,1,1196.199951171875,1203.300048828125,1196.199951171875,1200.699951171875,1200.699951171875,3.0,0.5935544178290831,-0.2160805743157905,0.37619128771837085,-0.14,49.61000061035156,50.11000061035156,48.310001373291016,48.4900016784668,48.4900016784668,796960.0,3.7259349739031604,-3.2328854762578305,0.37259428701920383,-1.6
69,2017-03-11,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,6.943350786061685,-1.5077524155521733,5.330909831312406,5.29,1,,,,,,,,,,,,,,,,,,,,
