,Date,Open_btc,High_btc,Low_btc,Close_btc,Adj Close_btc,Volume_btc,volatility_btc,hc_change_btc,lc_change_btc,price_change_percent_btc,TargetClass_btc,Open_gold,High_gold,Low_gold,Close_gold,Adj Close_gold,Volume_gold,volatility_gold,hc_change_gold,lc_change_gold,price_change_percent_gold,Open_oil,High_oil,Low_oil,Close_oil,Adj Close_oil,Volume_oil,volatility_oil,hc_change_oil,lc_change_oil,price_change_percent_oil
0,2017-01-01,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,998.3250122070312,147775008,4.629299045464396,-0.4740404356382073,4.133313860464074,,1,,,,,,,,,,,,,,,,,,,,
1,2017-01-02,998.6170043945312,1031.3900146484375,996.7020263671875,1021.75,1021.75,222184992,3.480276688879818,-0.9346623984646024,2.5130854528417266,2.35,1,,,,,,,,,,,,,,,,,,,,
2,2017-01-03,1021.5999755859375,1044.0799560546875,1021.5999755859375,1043.8399658203125,1043.8399658203125,185168000,2.200467991970794,-0.022985809945232742,2.176976386635021,2.16,1,1155.199951171875,1160.800048828125,1146.5,1160.4000244140625,1160.4000244140625,52.0,1.2472785720126471,-0.03446109555787329,1.2123876505941997,,54.20000076293945,55.2400016784668,52.11000061035156,52.33000183105469,52.33000183105469,727793.0,6.006526638753225,-5.2679213595072385,0.4221861794786126,
3,2017-01-04,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,1154.72998046875,344945984,11.013023443366867,-0.4045180606506507,10.563955713864107,10.62,0,1156.300048828125,1165.0,1156.300048828125,1163.800048828125,1163.800048828125,36.0,0.7523956416582476,-0.10300010059012875,0.648620572800375,0.29,52.4900016784668,53.43000030517578,52.150001525878906,53.2599983215332,53.2599983215332,512641.0,2.45445588081467,-0.3181770216574563,2.1284693445377414,1.78
4,2017-01-05,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828125,1013.3800048828125,510199008,30.830156489503548,-14.92065941951676,11.309434421683918,-12.24,0,1172.0,1183.300048828125,1171.5,1179.699951171875,1179.699951171875,500.0,1.007259823143406,-0.30424216240127244,0.6999531516752028,1.37,53.38999938964844,54.119998931884766,52.790000915527344,53.7599983215332,53.7599983215332,517362.0,2.5194127548617335,-0.6651896109692426,1.837464271989717,0.94
5,2017-01-06,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,902.2009887695312,351876000,18.42493353029697,-13.814260632772463,2.065404558234199,-10.97,1,1176.5,1176.5,1171.9000244140625,1171.9000244140625,1171.9000244140625,16.0,0.3925228680012562,-0.390988150100935,0.0,-0.66,53.72999954223633,54.31999969482422,53.31999969482422,53.9900016784668,53.9900016784668,528333.0,1.8754688779510067,-0.6075073972963684,1.256567868487095,0.43
6,2017-01-07,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,908.5850219726562,279550016,10.324615274930036,0.0,10.324615274930036,0.71,1,,,,,,,,,,,,,,,,,,,,
7,2017-01-08,908.1749877929688,942.7239990234375,887.2490234375,911.198974609375,911.198974609375,158715008,6.252469613436018,-3.344035417229125,2.6993493978821035,0.29,0,,,,,,,,,,,,,,,,,,,,
8,2017-01-09,913.2440185546875,913.6859741210938,879.8070068359375,902.8280029296875,902.8280029296875,141876992,3.8507271506049565,-1.1883701292285798,2.6165961301604925,-0.92,1,1173.9000244140625,1183.5999755859375,1173.0,1183.5,1183.5,62.0,0.9036637328164963,-0.00844673774921357,0.8951406649616368,0.99,53.75,53.83000183105469,51.7599983215332,51.959999084472656,51.959999084472656,564893.0,3.9992341125334256,-3.473904296810224,0.3864002500484023,-3.76
9,2017-01-10,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,907.6790161132812,115808000,1.5329709806978502,-0.7863353534216022,0.734581334497327,0.54,0,1184.300048828125,1188.9000244140625,1182.300048828125,1184.199951171875,1184.199951171875,8.0,0.558231862755929,-0.3953295605746063,0.16069544661130225,0.06,51.83000183105469,52.369998931884766,50.709999084472656,50.81999969482422,50.81999969482422,632573.0,3.2735158299783906,-2.9597083610342616,0.21692094722447858,-2.19
10,2017-01-11,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,777.7570190429688,310928992,20.541448596807175,-15.410439666505491,1.9654813876644757,-14.31,1,1187.5,1197.0,1176.5,1195.5999755859375,1195.5999755859375,20.0,1.7424564385890355,-0.11696110393170425,1.6234573383712283,0.96,50.810001373291016,52.779998779296875,50.75,52.25,52.25,815846.0,3.9999975946736455,-1.004165955958242,2.955665024630542,2.81
11,2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,804.833984375,222326000,9.327083339726865,-2.5914785715879205,6.493895402035776,3.48,1,1192.699951171875,1204.300048828125,1192.300048828125,1198.9000244140625,1198.9000244140625,110.0,1.0064580649639685,-0.44839526655480355,0.5535498880860076,0.28,52.369998931884766,53.5,52.119998931884766,53.0099983215332,53.0099983215332,660703.0,2.6477380974599547,-0.9158909877884054,1.7075967150566733,1.45
12,2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,823.9840087890625,168968000,6.2817689704558894,-0.6051823719485403,5.638570440051617,2.38,0,1195.699951171875,1196.0,1187.699951171875,1195.300048828125,1195.300048828125,65.0,0.6988338106720928,-0.05852434547449833,0.6399004772839442,-0.3,53.04999923706055,53.16999816894531,52.27000045776367,52.369998931884766,52.369998931884766,477986.0,1.7218245710728015,-1.5046064784854511,0.19131140854283457,-1.21
13,2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,818.4119873046875,93063296,2.78526203229607,-1.9965673229994403,0.7330850776998964,-0.68,1,,,,,,,,,,,,,,,,,,,,
14,2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,821.7979736328125,71013600,1.2838489157369404,-0.18328924576075045,1.0982065129818281,0.41,1,,,,,,,,,,,,,,,,,,,,
15,2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,831.5339965820312,82755200,1.7383319989404227,-0.35900837713030265,1.373082864311587,1.18,1,,,,,,,,,,,,,,,,,,,,
16,2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,907.93798828125,155095008,9.601027405562924,-0.28806262451293285,9.285307809525321,9.19,0,1205.5,1214.5999755859375,1200.800048828125,1212.0,1212.0,79.0,1.1492276979235645,-0.21406023696676274,0.932707421423339,1.4,52.54999923706055,53.52000045776367,52.119998931884766,52.47999954223633,52.47999954223633,606023.0,2.686111961952566,-1.9432004981914757,0.6907149227344471,0.21
17,2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,886.6179809570312,225676992,6.896741272664164,-3.3657847792327775,3.298827025412992,-2.35,1,1213.5999755859375,1214.699951171875,1203.0999755859375,1211.300048828125,1211.300048828125,114.0,0.9641738692819809,-0.27989647488418545,0.6815787057259206,-0.06,52.52000045776367,52.790000915527344,50.90999984741211,51.08000183105469,51.08000183105469,236238.0,3.6927933092712433,-3.239248067468184,0.33392650589689554,-2.67
18,2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,899.072998046875,105625000,2.2927885814570703,-0.6125281657431695,1.666216439871533,1.4,0,1200.5,1204.0,1195.800048828125,1200.9000244140625,1200.9000244140625,26.0,0.6857292889317818,-0.2574730553104236,0.42649066546998704,-0.86,51.38999938964844,51.869998931884766,51.02000045776367,51.369998931884766,51.369998931884766,122593.0,1.6660103224121987,-0.9639483522191618,0.6860024911423434,0.57
19,2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,895.0260009765625,86728400,1.396832352112014,-0.48610395258818745,0.9039383422491797,-0.45,1,1202.800048828125,1212.0999755859375,1202.800048828125,1204.300048828125,1204.300048828125,38.0,0.7731897555934851,-0.6435052318223141,0.1247090072420128,0.28,51.45000076293945,52.900001525878906,51.38999938964844,52.41999816894531,52.41999816894531,567231.0,2.9383190390436758,-0.907378720393371,2.0042786369527557,2.04
20,2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,921.7890014648438,111158000,3.554526869925224,-0.6014881814055184,2.9316586294922216,2.99,1,,,,,,,,,,,,,,,,,,,,
21,2017-01-22,922.2050170898438,937.5250244140625,897.5640258789062,924.6729736328125,924.6729736328125,116573000,4.452161337017259,-1.3708488249988118,3.0202801106428945,0.31,0,,,,,,,,,,,,,,,,,,,,
22,2017-01-23,925.4990234375,928.2659912109375,916.7379760742188,921.0120239257812,921.0120239257812,73588600,1.25750382743885,-0.781453522356597,0.46622349712896316,-0.4,0,1212.0,1215.0,1210.0,1215.0,1215.0,16.0,0.4132231404958678,0.0,0.4132231404958678,0.89,53.33000183105469,53.470001220703125,52.209999084472656,52.75,52.75,455333.0,2.4133349134748316,-1.346551719217741,1.0342863914892138,0.63
23,2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,892.68701171875,111349000,3.570492914324942,-3.4040120487211314,0.044940856601456136,-3.08,1,1219.0,1219.0,1207.699951171875,1210.300048828125,1210.300048828125,24.0,0.9356669110701009,-0.7136957483080394,0.2152933477994291,-0.39,52.86000061035156,53.560001373291016,52.66999816894531,53.18000030517578,53.18000030517578,520285.0,1.6897726130365744,-0.7094866661163513,0.9682972355430428,0.82
24,2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,901.5419921875,120831000,1.2969800265582432,-0.18931836805769303,1.105206237080236,0.99,1,1202.0,1202.800048828125,1194.9000244140625,1197.300048828125,1197.300048828125,403.0,0.6611452215792193,-0.45726635988738035,0.20085566700355442,-1.07,52.95000076293945,53.470001220703125,52.560001373291016,52.75,52.75,589709.0,1.731354306764795,-1.346551719217741,0.3614890063635623,-0.81
25,2017-01-26,902.39501953125,919.3259887695312,902.2239990234375,917.5859985351562,917.5859985351562,131958000,1.8955370024079223,-0.1892680350202961,1.7026813217500862,1.78,1,1199.699951171875,1199.699951171875,1185.5999755859375,1189.5,1189.5,19.0,1.1892692203345505,-0.850208517714085,0.32894943441062924,-0.65,52.959999084472656,54.060001373291016,52.790000915527344,53.779998779296875,53.779998779296875,578065.0,2.405759491832328,-0.5179478114709765,1.8753511017241506,1.95
26,2017-01-27,918.3590087890625,923.2230224609375,915.8460083007812,919.75,919.75,125594000,0.8054863037338803,-0.37618455957476377,0.4262716290549803,0.24,1,1187.9000244140625,1188.300048828125,1187.9000244140625,1188.0999755859375,1188.0999755859375,234352.0,0.03367492262320762,-0.01683692956040924,0.01683232323979679,-0.12,53.7400016784668,54.08000183105469,52.58000183105469,53.16999816894531,53.16999816894531,495556.0,2.8527956404787975,-1.6826990223709977,1.1220926537552203,-1.13
27,2017-01-28,919.8109741210938,923.9110107421875,919.8109741210938,921.5900268554688,921.5900268554688,68979600,0.4457477390951391,-0.25121292632439557,0.19341503683133776,0.2,0,,,,,,,,,,,,,,,,,,,,
28,2017-01-29,922.0670166015625,923.4180297851562,919.1480102539062,919.4959716796875,919.4959716796875,60851700,0.46456277809603763,-0.4247326756638336,0.03785695251465853,-0.23,1,,,,,,,,,,,,,,,,,,,,
29,2017-01-30,920.1510009765625,923.0479736328125,919.4739990234375,920.3820190429688,920.3820190429688,78227296,0.388697735136706,-0.28882080520164427,0.09875429000663936,0.1,1,1191.699951171875,1198.5,1187.0999755859375,1193.199951171875,1193.199951171875,50503.0,0.9603255537458496,-0.44222351507092195,0.5138552532550285,0.43,53.150001525878906,53.459999084472656,52.40999984741211,52.630001068115234,52.630001068115234,486309.0,2.00343300919203,-1.5525589797447135,0.41976955035993607,-1.02
30,2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,970.4030151367188,164582000,5.544220581467602,-0.16624848145047844,5.3687549174921685,5.43,1,1194.9000244140625,1214.699951171875,1193.5,1208.5999755859375,1208.5999755859375,3212.0,1.7762841367302051,-0.5021796189299739,1.2651843808912862,1.29,52.599998474121094,53.560001373291016,52.2400016784668,52.810001373291016,52.810001373291016,586676.0,2.526798722076457,-1.4002986944918294,1.0911172980669548,0.34
31,2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,989.0230102539062,150110000,1.892573844973639,-0.0092004982955321,1.8831992204537584,1.92,1,1211.9000244140625,1211.9000244140625,1197.9000244140625,1205.5999755859375,1205.5999755859375,1145.0,1.1687118886943775,-0.5198488902721979,0.6427874626383226,-0.25,52.7599983215332,53.90999984741211,52.63999938964844,53.880001068115234,53.880001068115234,577243.0,2.412614879348603,-0.05564603854903379,2.3556263161937667,2.03
32,2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,1011.7999877929688,145820992,3.0816073878274834,-0.16970870877091895,2.9066689229492932,2.3,1,1209.699951171875,1224.199951171875,1208.9000244140625,1216.699951171875,1216.699951171875,1512.0,1.265607283383766,-0.612645017084061,0.6452085863422015,0.92,53.56999969482422,54.34000015258789,53.349998474121094,53.540000915527344,53.540000915527344,492553.0,1.8556733023095116,-1.4722105903830176,0.3561432930469829,-0.63
33,2017-02-03,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,1029.9100341796875,201278000,2.4861485181372354,-0.38302310311763565,2.0936028918173175,1.79,1,1214.9000244140625,1220.5999755859375,1206.199951171875,1218.5,1218.5,865.0,1.1938339410536585,-0.17204453776344103,1.0197354772046687,0.15,53.68000030517578,54.220001220703125,53.400001525878906,53.83000183105469,53.83000183105469,462616.0,1.5355799089758968,-0.7192906323645044,0.8052439941736572,0.54
34,2017-02-04,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,1042.9000244140625,155064000,3.028099224037737,-0.2868342986874553,2.732579298177453,1.26,0,,,,,,,,,,,,,,,,,,,,
35,2017-02-05,1043.52001953125,1043.6300048828125,1022.3699951171875,1027.3399658203125,1027.3399658203125,114208000,2.0794829530563548,-1.5609017550553448,0.48612251209067664,-1.49,1,,,,,,,,,,,,,,,,,,,,
36,2017-02-06,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,1038.1500244140625,111762000,1.6028614146530673,-0.6212657129125134,0.9716376733458101,1.05,1,1221.9000244140625,1235.4000244140625,1218.5,1230.0,1230.0,908.0,1.386953173086787,-0.43710735853544086,0.943783340172343,0.94,53.810001373291016,54.130001068115234,52.90999984741211,53.0099983215332,53.0099983215332,425085.0,2.3058046195832613,-2.0690979576605963,0.18899730563122424,-1.52
37,2017-02-07,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,1061.3499755859375,146007008,2.094914026537565,-0.05462489012086102,2.0391447919315815,2.23,1,1234.199951171875,1236.199951171875,1228.5,1234.199951171875,1234.199951171875,1177.0,0.6267766521672772,-0.1617861251413308,0.46397648936711433,0.34,53.13999938964844,53.2400016784668,51.630001068115234,52.16999816894531,52.16999816894531,624057.0,3.1183431668488555,-2.009773620939334,1.0458979075318289,-1.58
38,2017-02-08,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,1063.0699462890625,201855008,3.9981089802494796,-1.473629929079587,2.4655617206397182,0.16,0,1232.0999755859375,1243.9000244140625,1231.0,1237.5999755859375,1237.5999755859375,288.0,1.0479304966744516,-0.5064754967821976,0.53614748870329,0.28,51.63999938964844,52.66999816894531,51.220001220703125,52.34000015258789,52.34000015258789,767379.0,2.8309193941528035,-0.6265388794943827,2.1866437040069067,0.33
39,2017-02-09,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,994.3829956054688,407220000,14.228441876956039,-8.687590838970403,4.304742224954973,-6.46,0,1239.4000244140625,1243.5,1226.9000244140625,1235.0999755859375,1235.0999755859375,885.0,1.3530014879464398,-0.6755146291968235,0.6683471357652875,-0.2,52.369998931884766,53.209999084472656,52.369998931884766,53.0,53.0,610196.0,1.603972063624519,-0.39466094359309356,1.202980868750155,1.26
40,2017-02-10,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,988.6740112304688,190452000,5.515427045466048,-1.0242233011488409,4.434713455359678,-0.57,1,1227.5999755859375,1234.4000244140625,1221.5,1234.4000244140625,1234.4000244140625,391.0,1.0560805905904624,0.0,1.0560805905904624,-0.06,53.150001525878906,54.130001068115234,52.900001525878906,53.86000061035156,53.86000061035156,596449.0,2.3251408445321258,-0.4988000229741601,1.8147430184912579,1.62
